[2021-06-14 17:07:31] main.CRITICAL: Warning: file_put_contents(/usr/heqg/magento/magento/var/cache//mage-tags/mage---e5b_REFLECTION): failed to open stream: Permission denied in /usr/heqg/magento/magento/vendor/colinmollenhour/cache-backend-file/File.php on line 691 {"exception":"[object] (Exception(code: 0): Warning: file_put_contents(/usr/heqg/magento/magento/var/cache//mage-tags/mage---e5b_REFLECTION): failed to open stream: Permission denied in /usr/heqg/magento/magento/vendor/colinmollenhour/cache-backend-file/File.php on line 691 at /usr/heqg/magento/magento/vendor/magento/framework/App/ErrorHandler.php:61)"} []
[2021-06-14 17:07:35] main.CRITICAL: Warning: file_put_contents(/usr/heqg/magento/magento/var/cache//mage-tags/mage---e5b_REFLECTION): failed to open stream: Permission denied in /usr/heqg/magento/magento/vendor/colinmollenhour/cache-backend-file/File.php on line 691 {"exception":"[object] (Exception(code: 0): Warning: file_put_contents(/usr/heqg/magento/magento/var/cache//mage-tags/mage---e5b_REFLECTION): failed to open stream: Permission denied in /usr/heqg/magento/magento/vendor/colinmollenhour/cache-backend-file/File.php on line 691 at /usr/heqg/magento/magento/vendor/magento/framework/App/ErrorHandler.php:61)"} []
[2021-06-14 17:07:44] main.CRITICAL: Warning: file_put_contents(/usr/heqg/magento/magento/var/cache//mage-tags/mage---e5b_REFLECTION): failed to open stream: Permission denied in /usr/heqg/magento/magento/vendor/colinmollenhour/cache-backend-file/File.php on line 691 {"exception":"[object] (Exception(code: 0): Warning: file_put_contents(/usr/heqg/magento/magento/var/cache//mage-tags/mage---e5b_REFLECTION): failed to open stream: Permission denied in /usr/heqg/magento/magento/vendor/colinmollenhour/cache-backend-file/File.php on line 691 at /usr/heqg/magento/magento/vendor/magento/framework/App/ErrorHandler.php:61)"} []
[2021-06-14 17:11:01] main.CRITICAL: Unable to send mail: Unknown error {"exception":"[object] (Magento\\Framework\\Exception\\MailException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/magento/module-email/Model/Transport.php:103, Laminas\\Mail\\Transport\\Exception\\RuntimeException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/laminas/laminas-mail/src/Transport/Sendmail.php:304)"} []
[2021-06-14 17:12:25] main.CRITICAL: {"error":{"root_cause":[{"type":"illegal_argument_exception","reason":"no mapping found for field [shipment_type_value]"}],"type":"search_phase_execution_exception","reason":"all shards failed","phase":"query","grouped":true,"failed_shards":[{"shard":0,"index":"magento2_product_1_v1","node":"-R2Z5wx1SnaqJadlJlUGHA","reason":{"type":"illegal_argument_exception","reason":"no mapping found for field [shipment_type_value]"}}],"caused_by":{"type":"illegal_argument_exception","reason":"no mapping found for field [shipment_type_value]","caused_by":{"type":"illegal_argument_exception","reason":"no mapping found for field [shipment_type_value]"}}},"status":400} {"exception":"[object] (Elasticsearch\\Common\\Exceptions\\BadRequest400Exception(code: 400): {\"error\":{\"root_cause\":[{\"type\":\"illegal_argument_exception\",\"reason\":\"no mapping found for field [shipment_type_value]\"}],\"type\":\"search_phase_execution_exception\",\"reason\":\"all shards failed\",\"phase\":\"query\",\"grouped\":true,\"failed_shards\":[{\"shard\":0,\"index\":\"magento2_product_1_v1\",\"node\":\"-R2Z5wx1SnaqJadlJlUGHA\",\"reason\":{\"type\":\"illegal_argument_exception\",\"reason\":\"no mapping found for field [shipment_type_value]\"}}],\"caused_by\":{\"type\":\"illegal_argument_exception\",\"reason\":\"no mapping found for field [shipment_type_value]\",\"caused_by\":{\"type\":\"illegal_argument_exception\",\"reason\":\"no mapping found for field [shipment_type_value]\"}}},\"status\":400} at /usr/heqg/magento/magento/vendor/elasticsearch/elasticsearch/src/Elasticsearch/Connections/Connection.php:632)"} []
[2021-06-14 22:56:36] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"bbefc681c179273d924ac5c1285c49bdfc2b24392f5138557cf088052352fa64","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-15 03:23:00] main.CRITICAL: Unable to send mail: Unknown error {"exception":"[object] (Magento\\Framework\\Exception\\MailException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/magento/module-email/Model/Transport.php:103, Laminas\\Mail\\Transport\\Exception\\RuntimeException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/laminas/laminas-mail/src/Transport/Sendmail.php:304)"} []
[2021-06-15 03:25:53] main.CRITICAL: Unable to send mail: Unknown error {"exception":"[object] (Magento\\Framework\\Exception\\MailException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/magento/module-email/Model/Transport.php:103, Laminas\\Mail\\Transport\\Exception\\RuntimeException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/laminas/laminas-mail/src/Transport/Sendmail.php:304)"} []
[2021-06-15 03:25:56] main.CRITICAL: Unable to send mail: Unknown error {"exception":"[object] (Magento\\Framework\\Exception\\MailException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/magento/module-email/Model/Transport.php:103, Laminas\\Mail\\Transport\\Exception\\RuntimeException(code: 0): Unable to send mail: Unknown error at /usr/heqg/magento/magento/vendor/laminas/laminas-mail/src/Transport/Sendmail.php:304)"} []
[2021-06-15 08:24:18] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"e7bc2cbb562ba0c315ea6c40c0f47b439660b52d0bceef29b2bdf10b778af42f","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-15 09:12:50] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"26c538a7d28e3abcb1b08d87343aed52916be5fb4f1c93bd273b07e228a45bea","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-15 09:12:58] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"26c538a7d28e3abcb1b08d87343aed52916be5fb4f1c93bd273b07e228a45bea","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-15 14:34:22] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"e7bc2cbb562ba0c315ea6c40c0f47b439660b52d0bceef29b2bdf10b778af42f","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-15 15:28:50] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"b7a09ec52326e94e371741a3317028bd778f51672eb5933ceca599d1ac657652","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-15 23:29:16] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"e7bc2cbb562ba0c315ea6c40c0f47b439660b52d0bceef29b2bdf10b778af42f","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-16 03:55:01] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"26c538a7d28e3abcb1b08d87343aed52916be5fb4f1c93bd273b07e228a45bea","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
[2021-06-16 06:36:06] main.CRITICAL: URI is not valid and cannot be converted into a string {"report_id":"3213b00888fb4d688e3878cef446230badbd667dde0d12de9483f1eb6c10d5d1","exception":"[object] (Laminas\\Uri\\Exception\\InvalidUriException(code: 0): URI is not valid and cannot be converted into a string at /usr/heqg/magento/magento/vendor/laminas/laminas-uri/src/Uri.php:389)"} []
